2023/11/13
12:58:12.77
2e-05
N,mm,ms
8.1667,0.0,0.0
14.292,0.2539999999999978,0.01999999999998181
23.333,0.3789999999999978,0.03999999999996362
39.667,0.5500000000000043,0.060000000000002274
67.083,0.6660000000000039,0.07999999999998408
96.542,0.8250000000000028,0.0999999999999659
127.75,0.9040000000000035,0.1199999999999477
170.33,0.911999999999999,0.13999999999998636
891.63,0.9750000000000014,0.45999999999997954
905.92,1.0579999999999998,0.47999999999996135
918.17,1.2120000000000033,0.5
945.88,1.3620000000000019,0.5199999999999818
963.38,1.4909999999999997,0.5399999999999636
965.13,1.679000000000002,0.5600000000000023
1012.4,1.75,0.5799999999999841
1090.0,1.8539999999999992,0.5999999999999659
1132.0,1.945999999999998,0.6199999999999477
1160.8,2.021000000000001,0.6399999999999864
1200.8,2.0500000000000043,0.6599999999999682
1201.1,2.070999999999998,0.67999999999995
1193.5,2.0829999999999984,0.7199999999999704
1428.9,2.1370000000000005,0.8999999999999773
1496.8,2.3370000000000033,0.9199999999999591
1591.3,2.5500000000000043,0.9399999999999977
1672.1,2.737000000000002,0.9599999999999795
1713.0,2.9080000000000013,0.9799999999999613
1692.3,3.0,1.0
1646.2,3.0919999999999987,1.0199999999999818
1308.4,3.1670000000000016,1.17999999999995
1190.6,3.353999999999999,1.1999999999999886
944.42,3.4920000000000044,1.2199999999999704
639.04,3.603999999999999,1.2399999999999523
632.92,3.6709999999999994,1.259999999999991
475.13,3.7169999999999987,1.2799999999999727
133.29,3.753999999999998,1.2999999999999545
274.75,3.788000000000004,1.5399999999999636
266.58,3.817,1.5600000000000023
243.54,3.838000000000001,1.579999999999984
252.29,3.8830000000000027,1.599999999999966
225.46,3.978999999999999,1.6399999999999864
489.71,4.038000000000004,1.6599999999999682
780.21,4.204000000000001,1.67999999999995
865.38,4.313000000000002,1.6999999999999886
587.42,4.358000000000004,1.7199999999999704
290.79,4.413000000000004,1.919999999999959
452.67,4.600000000000001,1.9399999999999977
592.08,4.75,1.9599999999999795
507.21,4.883000000000003,1.9799999999999613
372.75,5.012999999999998,2.0
379.17,5.117000000000004,2.019999999999982
378.29,5.200000000000003,2.0399999999999636
124.54,5.253999999999998,2.0600000000000023
